lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
sg,2025-11-29,257915,77425,77603,1607533.64,236911,241267
se,2026-01-25,217863,66748,57064,1807810.01,170614,201825
sg,2025-07-29,208543,60183,58557,1125180.33,183659,184627
at,2025-10-23,102425,36282,29897,896242.94,77844,83498
bd,2025-10-23,290634,67330,72175,315910.19,234145,261048
sg,2026-03-24,244285,69883,67069,1303757.87,223962,225314
mm,2026-05-12,130937,31813,34895,231861.4,107609,120342
hk,2025-11-04,301064,78434,60725,1187713.44,273000,280318
mm,2025-09-03,127537,30829,34685,202709.53,106626,111254
la,2025-10-22,32636,9043,9947,39393.46,28091,29810
ph,2026-05-27,1402503,366446,399707,2480204.27,1197259,1288775
cz,2025-11-18,120699,37822,37498,661983.19,96249,103086
hu,2026-04-06,110768,28424,26009,519839,62804,100879
kh,2025-12-10,96787,25439,27554,156307.54,85054,87595
my,2025-12-24,852726,210470,241758,1540483.65,765103,788487
kh,2025-11-03,150208,26169,28731,176627.15,120359,126106
no,2025-07-13,108990,28413,26785,958302.68,84926,95149
la,2025-07-13,35544,9161,10362,42294.32,28211,30450
sg,2026-04-07,254086,70743,64696,1252063.49,232447,235926
my,2026-03-11,827914,176274,199794,1326066.43,707465,752883
cz,2026-02-19,137302,41919,41429,766030.01,114305,121291
hu,2025-09-01,105058,31428,28616,486936.99,78828,87372
my,2025-09-01,1063162,223349,246972,1567964.16,921021,964414
my,2025-08-09,1051900,223883,249877,1564704.83,888170,926194
at,2025-10-21,93237,32373,27349,811935.17,75722,81091
tw,2026-03-10,1326310,403905,433962,3421702.73,1210720,1259805
t3,2026-04-18,2077342,676800,430904,4316948.78,1953153,2000462
mm,2025-12-27,112901,27417,30360,188850.21,97336,102001
mm,2026-03-22,142989,34512,39272,271606.03,116777,129345
hk,2026-05-10,409099,109506,95669,2065986.08,368957,389732
la,2025-07-16,34848,8660,9717,38610.52,27982,29666
no,2026-02-01,123997,32322,32061,1200019.89,107987,115826
tw,2026-01-21,1282211,411279,445035,3476618.56,1197693,1229361
mm,2026-04-04,142832,35999,39747,279495.54,118439,129521
hk,2025-09-18,321492,79632,63355,1255812.49,291574,301078
sg,2026-04-19,327619,95094,94942,1959082.09,302353,307975
pk,2026-03-23,1274931,250355,231945,1105486.45,1028324,1157697
sg,2026-06-03,248407,74151,67624,1334275.69,229686,230585
at,2026-02-27,116142,42290,35971,1162368.15,99027,105114
pk,2026-02-27,809563,200491,199072,925765.31,677731,739476
hu,2025-12-29,115707,35034,30955,617242.89,87682,104307
sg,2025-12-29,198472,57995,55586,1108354.57,182667,183566
hk,2026-04-15,303071,82858,65370,1258163.6,281543,286122
hk,2025-09-07,452342,104789,90570,1910372.67,353335,428235
cz,2026-04-02,134978,41206,41052,781942.01,111062,118897
tw,2026-02-14,1396158,443148,483464,4156312.91,1305930,1343655
la,2026-02-14,35493,10222,11211,48812.66,27956,33106
no,2025-12-14,113335,33860,31814,1141144.79,98507,105782
at,2026-04-16,105149,34809,30939,935525.29,89710,94403
ph,2026-06-05,1399707,367546,402042,2570777.22,1196041,1284999
t3,2025-12-28,2023307,602658,354752,3697563.54,1806729,1920142
hu,2025-07-28,101597,29873,26907,461342.78,74812,82616
cz,2025-07-28,112619,34198,33552,580603.33,86240,94449
tw,2025-07-07,1500817,180170,192848,1710972.19,681114,723917
kh,2026-04-13,103976,26516,28411,190313.93,92342,98333
hu,2025-07-03,127644,38649,35834,619731.99,98794,104678
no,2025-12-17,77690,19113,18975,679176.32,67640,71642
hu,2025-08-13,122725,31162,34525,595021.74,89852,96950
cz,2025-11-21,143454,47199,46247,874233.18,116927,125843
mm,2026-06-16,129164,31676,34497,235588.13,106208,119094
cz,2025-10-15,132286,41515,41239,728965.66,98356,105881
se,2026-05-09,201489,61916,54155,1662634.34,167647,188748
mm,2026-01-18,117544,31372,34649,226387.63,102248,108466
no,2026-01-18,125072,32882,32185,1152436.86,108181,117135
t3,2026-02-26,1826551,553652,361192,3457392.04,1690105,1756648
pk,2025-10-28,882471,228591,228126,935993.05,770346,796765
cz,2025-08-27,118442,36848,36123,623980.08,84641,91398
ph,2025-09-09,1198353,300856,336905,2124769.98,1032237,1097226
tw,2026-01-16,1261403,426799,462051,3668507.32,1194541,1206918
kh,2025-12-16,104606,24315,26275,152846.65,92726,97027
bd,2025-11-24,273178,61878,65911,278823.82,221281,244912
t3,2025-10-03,1882835,612099,363632,3540980.48,1714577,1781430
tw,2026-03-19,1234698,374849,426022,3357404.05,1129793,1140287
hk,2026-03-30,314511,81362,65575,1295501.97,287052,293040
at,2025-08-16,96412,32776,27250,843397.42,76724,83846
pk,2026-02-23,772947,176806,175371,791426.58,624790,684671
se,2025-12-19,206530,68192,56447,1761558.85,172543,189624
no,2025-12-05,91828,23850,22553,848741.71,81931,85213
tw,2025-11-23,1552403,493842,531383,4511006.14,1441526,1472219
pk,2025-09-22,829842,210931,214659,860917.15,707093,737021
no,2025-09-22,68646,14327,13575,481821.34,56246,61743
no,2025-10-16,76939,17848,16767,594537.88,64329,68493
cz,2025-08-29,134314,41240,40336,726622.17,95704,105388
ph,2026-03-31,1335616,358587,397888,2616489.81,1139991,1220506
cz,2026-04-11,135103,40846,39898,837258.7,110905,119780
tw,2025-12-18,1233309,414611,443682,3408843.39,1162022,1174408
mm,2025-12-18,134897,33857,38007,229715.69,114585,123288
hk,2025-12-18,302492,78186,61636,1244700.99,279158,285276
ph,2025-11-12,1199248,316487,351209,2203667.3,1023267,1094380
tw,2025-11-12,1354515,212104,220881,1832974.03,1235685,1291694
sg,2025-10-05,276928,84233,86029,1778015.53,255778,256929
tw,2026-03-02,1228447,383301,411203,3189583.26,1145846,1166176
cz,2026-04-23,129103,39860,39587,731850.05,104571,109855
hu,2026-04-23,127688,41055,38883,725290.15,106127,111275
ph,2026-01-28,1166465,315106,343434,2097999.6,1034618,1091090
mm,2025-08-15,125481,31304,34943,208041.6,103145,108205
ph,2025-08-15,1332340,343492,382965,2557563.31,1076127,1210540
hk,2026-06-25,310842,83608,65673,1371969.7,286156,292647
bd,2026-03-16,274545,48624,62439,322736.44,202975,243699
t3,2026-03-16,1871830,513118,346631,3545871.03,1580702,1657443
no,2026-06-26,92077,24265,22459,937958.82,79716,87378
t3,2026-01-14,1938150,638029,389735,3701400.73,1785404,1859292
pk,2026-01-14,977406,251389,246649,1070003.49,844728,906487
my,2025-08-17,1038268,199607,243090,1510190.41,876948,917878
pk,2025-10-04,970377,255488,260902,1130488.19,836729,869457
hk,2025-10-04,350994,91002,77802,1644313.85,321349,333521
mm,2026-06-12,138649,34543,37541,261662.35,114948,128560
at,2026-06-12,111224,41102,34698,1077241.73,90449,102179
tw,2026-06-12,1385331,415060,449669,3671363.95,1255975,1322016
mm,2025-11-25,121005,27844,30583,188296.43,103056,108945
bd,2026-01-01,283200,63254,68471,331349.67,228426,256936
t3,2025-12-31,1916875,523555,299932,3257840.88,1633549,1836866
se,2026-05-31,215674,64824,56177,1728837.99,160691,203659
hu,2026-06-27,120919,37957,34225,754759.73,96030,109676
at,2026-03-28,112394,37913,32127,1049889.45,93784,100042
at,2026-02-08,141034,51824,42572,1303912.36,119292,127976
kh,2025-07-10,135517,26262,28742,159570.47,115554,118673
hu,2026-05-17,134338,40018,35649,764923.02,105455,122818
cz,2026-05-18,120173,37986,37158,675071.2,98599,106602
tw,2025-12-09,1197766,404092,448138,3534151.3,1127666,1146601
se,2025-10-06,146268,37782,32320,931102.65,106690,126243
se,2026-04-22,155294,44209,40921,1187285.79,129120,143615
se,2025-08-19,153884,39623,33363,962641.59,114193,133820
cz,2025-12-23,118292,36112,35307,722521.25,90999,103543
ph,2026-05-29,1434365,381894,417704,2663828.91,1229323,1321176
mm,2025-07-12,127697,30583,35296,210609.74,101640,108776
tw,2025-09-15,1337943,394303,427222,3426030.47,1225771,1247916
bd,2025-10-09,297516,66820,72415,320336.63,238064,268402
la,2026-01-10,31192,9718,10684,46551.31,26696,29305
at,2025-08-08,99828,35467,29784,902777.08,80486,87032
no,2026-03-12,81161,18381,18689,722472.15,70638,74207
cz,2025-09-28,150321,43098,41735,807197.19,102965,132028
kh,2025-09-28,136043,25965,28952,179629.1,112807,118313
t3,2025-12-22,1694389,559846,343135,3244385.41,1553135,1612790
at,2026-05-16,106936,36712,30486,984734.05,76397,81802
kh,2026-05-16,111244,26308,28588,181781.68,98124,100970
my,2025-09-14,931914,190673,210851,1353896.15,793188,842258
my,2025-10-08,987883,211773,235047,1382196.16,858336,889223
my,2026-04-20,951419,216598,248262,1540484.81,851693,883589
hu,2026-01-25,108911,32869,29371,576847.96,81510,99111
se,2025-07-11,162159,45848,37647,1126636.74,124460,139289
my,2025-07-11,1017941,202833,245057,1422409.01,876809,911770
hk,2026-04-09,302590,81110,65144,1269870.98,278473,285044
ph,2025-07-29,1139809,286141,317156,2049939.01,948211,1019951
no,2026-03-24,72739,15985,15490,580225.08,51029,54129
ph,2025-12-11,1226326,353588,385434,2405211.78,1067622,1147595
ph,2025-09-17,1272362,319771,361503,2295127.1,1083934,1164799
tw,2025-07-15,1434879,420543,460251,3952231.22,1283662,1313803
tw,2026-04-05,1414255,422422,458024,3895316.53,1318087,1345673
cz,2025-09-03,109683,32868,32077,550782.89,86970,93565
no,2026-02-03,73810,15620,15705,573036.72,64616,68367
tw,2026-02-03,1252005,418027,449354,3524824.86,1186187,1201534
t3,2026-02-03,1796722,560575,339375,3348625.04,1642879,1700139
bd,2026-05-26,304280,65521,70780,389384.51,222860,276272
kh,2026-02-17,135178,30302,32826,228045.91,118506,124293
my,2026-02-17,933545,200141,227454,1673626.53,816787,863045
la,2026-04-06,35902,9156,9917,39854.92,27384,32895
mm,2026-03-25,141586,33283,36807,243064.26,114859,127929
la,2025-12-24,27710,8866,9763,39583.16,23627,25547
pk,2026-06-09,1125582,292503,286935,1360306.57,972756,1014056
ph,2026-04-07,1237696,330169,365222,2252877.41,1076008,1136859
no,2025-09-02,69493,14765,13980,495171.19,57706,62238
se,2025-11-17,142174,38766,33307,961298.84,105179,124977
hu,2026-01-23,136013,42470,37661,712286.75,114801,123411
my,2026-02-15,934324,213738,235985,1663344.59,806636,867752
tw,2026-01-08,1275165,428425,460149,3660216.14,1197070,1215883
t3,2025-07-17,1777872,570793,368741,3394113.32,1544354,1625361
hk,2025-07-02,322374,76544,63820,1210029.95,290971,296623
t3,2026-04-03,2036939,648613,381354,3952461.78,1872261,1918334
pk,2026-06-06,1151011,299925,296600,1464715.36,991717,1031642
kh,2025-10-24,147984,26476,28782,168814.96,121504,126031
kh,2025-11-06,134938,24852,27158,172334.46,108945,115909
at,2025-11-06,104764,38121,32181,958614.89,85507,91439
mm,2026-05-11,132304,31184,34071,228105.46,104721,120963
sg,2025-12-12,228106,62693,58326,1194913.52,210429,215919
mm,2025-10-10,134552,32245,36083,224544.17,109628,118739
my,2026-02-01,966818,218352,243775,1642355.54,848172,901046
sg,2026-01-21,200084,59929,56162,1104696.3,188429,188783
se,2026-04-04,172947,44497,39843,1216839.95,133887,159168
pk,2026-04-19,1169599,310034,312712,1449857.96,1028598,1064344
mm,2025-12-26,124930,30227,33357,202521.95,107544,113270
kh,2026-03-23,108112,25108,27684,155053.16,93790,96574
t3,2026-06-03,1921200,593812,371544,3710502.05,1782800,1845922
bd,2026-01-06,273253,63974,69423,306913.87,225140,247552
my,2025-10-13,959391,207240,227344,1328875.31,829467,859035
kh,2025-08-26,146122,24811,27163,150119.05,124809,128471
se,2026-04-15,146562,41838,38613,1138086.18,112579,123940
bd,2026-04-15,284200,67343,72932,317392.47,233597,256589
sg,2025-08-11,244050,62839,62222,1247372.86,217996,220463
pk,2025-09-07,1015388,226352,227301,983115.31,750637,909169
tw,2025-11-08,1521013,492380,532189,4502871.6,1414029,1438401
la,2025-11-08,39273,9525,10395,44365.69,31505,36322
se,2025-08-25,185282,46532,39804,1153539.78,132726,158163
pk,2025-09-06,1022883,232011,236418,1019392.68,809487,914728
mm,2025-12-14,116723,30228,33634,216089.93,100908,106640
tw,2026-06-19,1374157,430148,467455,3957646.4,1254357,1298898
cz,2025-07-03,118557,35674,35188,611967.93,91940,98382
la,2025-11-22,34135,9897,10971,46821.04,29311,31308
tw,2025-12-03,1325690,409776,437467,3453071.22,1229659,1252900
no,2025-08-28,75852,17430,16323,581603.32,64144,68525
my,2026-06-01,1007302,213451,242048,1662175.22,851387,927833
my,2026-04-27,1002351,217725,250950,1564638.54,898120,926412
cz,2026-03-07,133258,40209,39103,799086.41,109690,117646
ph,2026-01-18,1241651,331840,363922,2391510.57,1031040,1161950
sg,2025-10-14,216865,62247,61826,1160511.67,198605,199499
sg,2025-08-27,209176,62560,61021,1175616.33,187843,188605
mm,2025-07-06,126783,29984,34542,207293.66,99376,108426
pk,2025-09-09,1006908,179489,176185,716617.68,679681,908342
se,2025-11-24,154292,42676,36110,1040534.06,118385,139156
cz,2026-06-13,137876,40195,38822,806017.44,108966,125877
ph,2026-03-04,1207942,327967,358672,2248734.69,1063278,1120068
no,2025-08-01,79894,18600,17493,646961.35,65563,69845
my,2026-03-19,962705,169706,199489,1490710.48,724990,860071
bd,2025-07-09,330889,52785,55809,232442.13,181717,297426
la,2025-07-09,33782,8596,9767,38406.83,27101,28766
t3,2025-12-19,1757676,599440,367842,3530239.39,1620128,1672959
cz,2026-04-12,130089,39130,38540,788326.25,103068,115201
mm,2025-12-04,173637,36606,40941,241222.67,148396,159709
tw,2026-03-05,1307724,404563,434667,3428437.83,1187373,1215956
tw,2026-04-11,1378936,479829,522520,4298835.53,1307054,1324463
t3,2025-11-12,1781847,595319,375984,3517252.82,1627898,1679696
hu,2026-06-29,145629,41119,34799,704427.14,95270,115330
at,2025-08-18,94391,31582,26902,792966.5,73397,80771
my,2025-08-15,1028809,216012,240173,1464405.13,882077,921721
t3,2025-08-15,1879019,634904,388889,3674925.06,1658160,1742792
hu,2025-08-15,135092,42416,37757,674614.85,102497,112026
t3,2026-05-04,1969215,601513,368578,3569735.75,1833656,1894992
no,2026-02-21,95204,24333,23406,952645.41,84316,88221
ph,2026-03-03,1220557,323447,353252,2208965.6,1076754,1129301
my,2025-08-03,1061681,224036,250906,1562109.31,905182,946691
bd,2026-05-19,304437,69282,75424,334492.75,253532,273472
kh,2025-10-18,147641,27324,30204,186100.07,119367,123796
se,2025-08-02,189849,53803,43226,1304434.66,140066,163815
la,2025-07-21,34331,9145,10289,40670.35,28116,29259
pk,2026-04-10,1165199,297717,295562,1359680.35,998723,1059173
hu,2026-02-22,117356,36643,33380,650457.34,88330,105887
cz,2025-09-27,118777,37052,36323,718751.71,93733,103601
la,2025-09-27,34339,9731,10818,45422.53,29127,30741
cz,2026-06-27,132419,37815,36104,762374.05,102843,120016
sg,2026-06-27,270775,83399,83413,1832598.95,252573,253468
tw,2025-11-10,1455722,423743,456276,3741813.26,1328124,1371458
ph,2026-06-23,1260261,317202,345650,2146619.31,622508,661652
hu,2026-02-08,117319,36722,33035,672999.83,87897,106635
hu,2025-12-20,131592,42841,37726,778087.03,108521,118624
ph,2025-08-31,1352187,341625,383219,2551725.33,1048178,1235168
my,2025-08-31,1118152,221175,245457,1602153.56,940815,1014764
t3,2026-01-12,1979695,570344,295031,2857890.15,1710433,1900851
cz,2025-11-13,133319,43115,42533,776030.43,106771,114068
kh,2026-03-15,113692,26143,30563,194352.6,99873,103375
sg,2026-01-27,198490,60089,57154,1112494.43,186279,186629
cz,2025-07-23,114132,34852,34198,590568.36,88392,95832
tw,2025-09-11,1299981,403969,438726,3565666.8,1202401,1218711
t3,2025-11-02,1985560,648701,389578,3997368.63,1794404,1879542
no,2025-11-02,126451,34372,32250,1139012.05,107136,115800
se,2026-02-05,172938,46390,40833,1252907.24,141208,158085
mm,2025-07-27,131220,32572,36323,220152.47,105427,114763
pk,2026-04-08,1138242,293372,285759,1272188.39,953319,1030874
no,2025-07-12,74900,18295,17524,641242.24,60541,65861
cz,2025-09-29,112964,34524,34508,595405.35,87294,95764
no,2026-01-10,96916,23554,23248,895996.5,86377,90523
sg,2025-08-08,250489,72697,73197,1473405.94,225472,226358
se,2026-02-06,218137,64075,54560,1761226.86,182819,200766
pk,2026-01-25,1033699,277851,280552,1239783.3,909234,949361
pk,2025-07-11,936434,216339,226514,940766.84,766558,818666
la,2026-03-24,33747,8243,9085,35894.81,25916,30977
at,2026-05-12,104609,36474,31119,940821.44,89355,94471
hk,2025-09-17,316948,77505,61625,1220035.75,285731,294919
at,2025-11-18,98297,35043,29490,875409.45,80910,86737
ph,2026-06-08,1211326,314531,342125,2094701.37,1024723,1110780
tw,2026-06-08,1302526,397091,425688,3445279.21,1184509,1238790
kh,2025-07-14,135847,26134,29121,157675.37,115282,118897
t3,2026-05-28,1745339,456681,247515,2645499.08,1373706,1677948
cz,2025-09-02,112956,33954,33280,572830.14,89189,95770
at,2025-09-02,100893,33672,27051,808267.17,74633,81692
la,2025-09-02,34478,8949,9886,39303.32,29415,31239
ph,2025-11-17,1241854,325126,360247,2210343.58,1056990,1131755
at,2025-09-01,97262,33204,28166,853298.55,72455,79131
t3,2025-09-01,1836385,608254,382020,3553357.23,1640621,1728261
ph,2026-01-23,1284651,347439,380617,2398058.28,1142342,1203441
hk,2026-01-23,343245,87766,67396,1377098.95,321662,327658
no,2026-02-15,130681,33487,32873,1257464.34,113198,122593
kh,2026-02-15,119618,27855,30445,202427.52,104836,109346
ph,2026-01-08,1138114,318215,347384,2168791.41,990307,1055444
kh,2026-01-08,96076,23689,25442,148040.79,86551,88962
se,2026-05-24,205502,66229,56993,1703334.77,158964,192102
no,2026-04-18,92306,25378,24704,1013970.52,83631,87128
cz,2025-08-23,121523,37288,35939,684043.18,87593,97209
se,2025-12-27,188047,58763,48708,1548797.13,151368,172834
kh,2025-12-27,89787,22998,25134,160361.32,79931,82556
hk,2025-12-27,306959,79664,70139,1447099.94,283723,291744
ph,2026-01-20,1158989,312508,341089,2101849.85,1011971,1075597
pk,2026-01-20,913216,238237,237676,1027415.22,801996,832835
t3,2025-09-05,1859647,629266,393108,3749868.12,1676852,1752652
tw,2025-10-24,1711278,482026,525360,4396722.83,1534872,1615694
tw,2025-11-06,1370705,417209,446417,3618687.41,1270574,1287192
ph,2025-09-19,1289403,332539,376066,2440675.78,1086581,1187817
la,2025-12-12,28310,8868,9726,39850.18,24361,26535
hu,2025-11-05,130747,39878,35860,639634.82,109359,116889
t3,2026-05-10,2236941,674368,404425,4216552.86,2071572,2156813
tw,2026-05-10,1479877,456521,497957,4358332.06,1377459,1414192
hu,2026-05-10,133126,42664,38534,844110.96,102797,121932
tw,2026-04-30,1300691,398457,430579,3424160.77,1192267,1233983
t3,2025-07-16,1754308,555052,359420,3328416.71,1520783,1602587
ph,2026-02-01,1309270,357330,391835,2533914.32,1137996,1222316
hu,2026-02-01,119322,33448,29895,585547.2,88498,108285
hk,2026-02-01,392581,114128,101958,2047923.47,365366,375935
se,2025-11-30,212952,66700,55031,1658545.98,164852,195394
sg,2025-11-30,270545,83098,83779,1730647.28,250397,252551
se,2025-08-22,220683,61437,50422,1525085.26,172010,192554
ph,2025-08-22,1322909,317381,353513,2285488.21,1034952,1199969
cz,2025-09-18,122013,38900,38506,673454.03,95694,103939
t3,2026-05-22,2013972,642855,387907,3934133.9,1882673,1936406
sg,2025-10-27,217343,62314,60954,1155991.51,197059,198573
cz,2025-07-19,110198,33434,32051,610730.8,84407,93240
bd,2025-07-19,300418,62290,68066,296176.16,223071,266910
tw,2026-01-06,1303943,423168,453958,3564768.25,1213879,1242291
tw,2025-12-01,1289207,403538,431344,3390373.07,1190350,1215365
hk,2025-12-01,288911,79964,63231,1232722.04,264067,271340
kh,2026-04-01,114950,27679,30005,172525.54,102402,105136
hu,2026-04-01,136318,41552,39319,744674.17,114731,123384
sg,2026-03-20,273892,72073,73943,1522529.7,247160,250420
hu,2026-06-18,128109,43515,39970,800386.26,104651,115190
